Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
DPFW	DPFW;Monocots Asparagales;Zephyranthes treatiae	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EMJJ	EMJJ;Monocots Asparagales;Borya sphaerocephala	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FCEL	FCEL;Monocots Asparagales;Phormium tenax	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FGRF	FGRF;Monocots Asparagales;Asparagus densiflorus	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GJPF	GJPF;Monocots Asparagales;Allium sativum	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HOKG	HOKG;Monocots Asparagales;Nolina atopocarpa	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ICNN	ICNN;Monocots Asparagales;Yucca filamentosa	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IQYY	IQYY;Monocots Asparagales;Narcissus viridiflorus	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IXEM	IXEM;Monocots Asparagales;Brodiaea sierrae	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JDTY	JDTY;Monocots Asparagales;Rhodophiala pratensis	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JHUL	JHUL;Monocots Asparagales;Hemerocallis sp.	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JSAG	JSAG;Monocots Asparagales;Masdevallia yuangensis	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JVBR	JVBR;Monocots Asparagales;Aloe vera	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KBXS	KBXS;Monocots Asparagales;Allium commutatum	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KOFB	KOFB;Monocots Asparagales;Urginea maritima	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KXSK	KXSK;Monocots Asparagales;Agave tequilana	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KYNE	KYNE;Monocots Asparagales;Cyanella orchidiformis	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LDME	LDME;Monocots Asparagales;Amaryllis belladonna	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LELS	LELS;Monocots Asparagales;Haemaria discolor	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LSJW	LSJW;Monocots Asparagales;Ruscus sp.	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LTZF	LTZF;Monocots Asparagales;Sisyrinchium angustifolium	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MTHW	MTHW;Monocots Asparagales;Platanthera clavellata	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MUMD	MUMD;Monocots Asparagales;Lomandra longifolia	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MVRF	MVRF;Monocots Asparagales;Sansevieria trifasciata	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ONBE	ONBE;Monocots Asparagales;Eriospermum lancifolia	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PLBZ	PLBZ;Monocots Asparagales;Chlorogalum pomeridianum	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PRFO	PRFO;Monocots Asparagales;Agapanthus africanus	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RCUX	RCUX;Monocots Asparagales;Maianthemum sp.	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RDYY	RDYY;Monocots Asparagales;Cyanastrum cordifolium	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RQZP	RQZP;Monocots Asparagales;Nolina bigelovii	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SART	SART;Monocots Asparagales;Xeronema callistemon	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SVTS	SVTS;Monocots Asparagales;Drimia altissima	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TCYS	TCYS;Monocots Asparagales;Peliosanthes minor	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
THDM	THDM;Monocots Asparagales;Vanilla planifolia	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TRRQ	TRRQ;Monocots Asparagales;Narcissus viridiflorus	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UZXL	UZXL;Monocots Asparagales;Disporopsis pernyi	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VTUS	VTUS;Monocots Asparagales;Goodyera pubescens	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WTDE	WTDE;Monocots Asparagales;Johnsonia pubescens	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XEUV	XEUV;Monocots Asparagales;Narcissus viridiflorus	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XFJG	XFJG;Monocots Asparagales;Maianthemum canadense	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XZME	XZME;Monocots Asparagales;Drakaea elastica	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YBML	YBML;Monocots Asparagales;Yucca brevifolia	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YJUG	YJUG;Monocots Asparagales;Curculigo sp.	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZKPF	ZKPF;Monocots Asparagales;Traubia modesta	Monocots	Monocots Asparagales	Other	Other	Monocots Asparagales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
