Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
DFDS	DFDS;Streptophyta Desmidiales;Desmidium aptogonum	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
DRFX	DRFX;Streptophyta Desmidiales;Closterium lunula	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
GBGT	GBGT;Streptophyta Desmidiales;Xanthidium antilopaeum	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
GGWH	GGWH;Streptophyta Desmidiales;Onychonema laeve	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
GYRP	GYRP;Streptophyta Desmidiales;Euastrum affine	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
HIDG	HIDG;Streptophyta Desmidiales;Cosmarium broomei	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
HJVM	HJVM;Streptophyta Desmidiales;Cosmarium ochthodes	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
ISHC	ISHC;Streptophyta Desmidiales;Staurastrum sebaldi	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
KEYW	KEYW;Streptophyta Desmidiales;Gonatozygon kinahanii	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
MCHJ	MCHJ;Streptophyta Desmidiales;Micrasterias fimbriata	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
MNNM	MNNM;Streptophyta Desmidiales;Cosmarium granatum	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
MOYY	MOYY;Streptophyta Desmidiales;Pleurotaenium trabecula	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
QWFV	QWFV;Streptophyta Desmidiales;Bambusina borreri	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
RPQV	RPQV;Streptophyta Desmidiales;Phymatodocis nordstedtiana	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
RPRU	RPRU;Streptophyta Desmidiales;Staurodesmus omearii	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
RQFE	RQFE;Streptophyta Desmidiales;Cosmocladium cf. constrictum	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
STKJ	STKJ;Streptophyta Desmidiales;Cosmarium ochthodes	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
YSQT	YSQT;Streptophyta Desmidiales;Penium exiguum	Zygnemophyceae	Zygnemophyceae	Desmidiales	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Zygnemophyceae	Strept	Out
TZJQ	TZJQ;Euglenozoa ;Prorocentrum micans	Euglenozoa 	Euglenozoa 	Euglenozoa	Euglenozoa	Euglenozoa	Euglenozoa	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
UNBZ	UNBZ;Euglenozoa ;Euglena sp.	Euglenozoa 	Euglenozoa 	Euglenozoa	Euglenozoa	Euglenozoa	Euglenozoa	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
Pinta_v2.0	Pinta_v2.0;Genome Pinales;Pinus taeda	Pinales	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
Ambtr_v1.0.27	Ambtr_v1.0.27;Genome Amborellales;Amborella_trichopoda	BasalAngiosperms	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Amborella	Out	LandPlants	Strept	Out
Nelnu_v1.0	Nelnu_v1.0;Genome Proteales;Nelumbo nucifera	BasalEudicots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Aquco_v1.1	Aquco_v1.1;Genome Ranunculales;Aquilegia coerulea	BasalEudicots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Chabr_v0.1	Chabr_v0.1;Genome Charales;Chara braunii	Charophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Chara	Strept	Out
Volca_v2.0	Volca_v2.0;Genome Chlorophyceae Chlamydomonadales;Volvox carteri	Chlorophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Chlorophyceae
Chlre_v5.5	Chlre_v5.5;Genome Chlorophyceae Chlamydomonadales;Chlamydomonas reinhardtii 	Chlorophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Chlorophyceae
Betvu_v1.1	Betvu_v1.1;Genome Caryophyllales;Beta_vulgaris	CoreEudicots Caryophyllales	Genome	Genome	Genome	Genome	Genome	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Solly_iTAGv2.3	Solly_iTAGv2.3;Genome Solanales;Solanum lycopersicum	CoreEudicots/Asterids	Genome	Genome	Genome	Genome	Genome	Asterids	Out	Asterids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Mimgu_v2.0	Mimgu_v2.0;Genome Lamiales;Mimulus guttatus	CoreEudicots/Asterids	Genome	Genome	Genome	Genome	Genome	Asterids	Out	Asterids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Theca_v1.1	Theca_v1.1;Genome Malvales;Theobroma cacao	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Arath_TAIR10	Arath_TAIR10;Genome Brassicales;Arabidopsis_thaliana	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Carpa_ASGPBv0.4	Carpa_ASGPBv0.4;Genome Brassicales;Carica_papaya	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Phavu_v1.0	Phavu_v1.0;Genome Fabales;Phaseolus vulgaris	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Eucgr_v1.1	Eucgr_v1.1;Genome Myrtales;Eucalyptus grandis	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Manes_v4.1	Manes_v4.1;Genome Malpighiales;Manihot esculenta	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Poptr_v3.0	Poptr_v3.0;Genome Malpighiales;Populus trichocarpa	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Prupe_v1.0	Prupe_v1.0;Genome Rosales;Prunus persica	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Vitvi_Genoscope.12X	Vitvi_Genoscope.12X;Genome Vitales;Vitis vinifera	CoreEudicots/Rosids	Genome	Genome	Genome	Genome	Genome	Out	Out	Vitales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Klefl_v1.0	Klefl_v1.0;Genome Klebsormidiales;Klebsormidium flaccidum	Klebsormidiales	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Strept	Out
Selmo_v1.0	Selmo_v1.0;Genome Selaginellales;Selaginella moellendorffii	Lycophytes	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Out	Out	LandPlants	Strept	Out
Micpu_v3.0	Micpu_v3.0;Genome Mamiellophyceae Mamiellales;Micromonas pusilla	Mamiellophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
Ostlu_v2.0	Ostlu_v2.0;Genome Mamiellophyceae Mamiellales;Ostreococcus lucimarinus	Mamiellophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
Sorbi_v2.1	Sorbi_v2.1;Genome Poales;Sorghum bicolor	Monocots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Poales	LandPlants	Strept	Out
Spipo_v2	Spipo_v2;Genome Alismatales;Spirodela polyrhiza	Monocots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
Elagu_v2.0	Elagu_v2.0;Genome Arecales;Elaeis guineensis	Monocots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Palms	LandPlants	Strept	Out
Orysa_v7.0	Orysa_v7.0;Genome Poales;Oryza sativa	Monocots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Poales	LandPlants	Strept	Out
Musac_v1.0	Musac_v1.0;Genome Zingiberales;Musa acuminata	Monocots	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Vascs	Other_Angios	Zings	LandPlants	Strept	Out
Phypa_v3.0	Phypa_v3.0;Genome Funariales;Physcomitrella patens	Mosses	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Mosses+Liverworts	Out	Out	LandPlants	Strept	Out
Chlva_v1.0	Chlva_v1.0;Genome Trebouxiophyceae Chlorellales;Chlorella variabilis	Trebouxiophyceae	Genome	Genome	Genome	Genome	Genome	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Trebouxiophyceae
JKHA	JKHA;Glaucophyta ;Cyanoptyche gloeocystis	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
POOW	POOW;Glaucophyta ;Glaucocystis cf. nostochinearum	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
PQED	PQED;Glaucophyta ;Gloeochaete wittrockiana	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
QFND	QFND;Glaucophyta ;Cyanophora paradoxa	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
WLZP	WLZP;Glaucophyta ;Cyanophora paradoxa	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
YTYU	YTYU;Glaucophyta ;Cyanophora paradoxa	Glaucophyta 	Glaucophyta 	Glaucophyta	Glaucophyta	Glaucophyta	Glaucophyta	Out	Out	Out	Out	Out	Out	Out	Out	Out	Out
BFIK	BFIK;Streptophyta Klebsormidiales;Entransia fimbriata	Klebsormidiophyceae	Klebsormidiophyceae	Klebsormidiophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Strept	Out
FPCO	FPCO;Streptophyta Klebsormidiales;Interfilum paradoxum	Klebsormidiophyceae	Klebsormidiophyceae	Klebsormidiophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Strept	Out
FQLP	FQLP;Streptophyta Klebsormidiales;Klebsormidium subtile	Klebsormidiophyceae	Klebsormidiophyceae	Klebsormidiophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Strept	Out
XOAL	XOAL;Mamiellophyceae Dolichomastigales;Dolichomastix tenuilepis	Mamiellophyceae	Mamiellophyceae Dolichomastigales	Mamiellophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
MCPK	MCPK;Mamiellophyceae Mamiellales;Bathycoccus prasinos	Mamiellophyceae	Mamiellophyceae Mamiellales	Mamiellophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
QXSZ	QXSZ;Mamiellophyceae Mamiellales;Mantoniella squamata	Mamiellophyceae	Mamiellophyceae Mamiellales	Mamiellophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
BTFM	BTFM;Mamiellophyceae Monomastigales;Monomastix opisthostigma	Mamiellophyceae	Mamiellophyceae Monomastigales	Mamiellophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
KYIO	KYIO;Streptophyta Mesostigmatales;Mesostigma viride	Mesostigmatophyceae	Mesostigmatophyceae	Mesostigmatophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Strept	Out
ISIM	ISIM;Nephroselmidophyceae Nephroselmidales;Nephroselmis pyriformis	Nephroselmidophyceae Nephroselmidales	Nephroselmidophyceae Nephroselmidales	Nephroselmidophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
MMKU	MMKU;Nephroselmidophyceae Nephroselmidales;Nephroselmis olivacea	Nephroselmidophyceae Nephroselmidales	Nephroselmidophyceae Nephroselmidales	Nephroselmidophyceae	Other	Other	Other	Out	Out	Out	Out	Out	Out	Out	Out	Chloro	Out
GTHK	GTHK; Gnetales;Gnetum montanum	Gnetales	Gnetales	Other	Other	Gnetales	Other	Out	Out	Out	Gnetales	Vascs	Out	Out	LandPlants	Strept	Out
TOXE	TOXE; Gnetales;Welwitschia mirabilis	Gnetales	Gnetales	Other	Other	Gnetales	Other	Out	Out	Out	Gnetales	Vascs	Out	Out	LandPlants	Strept	Out
VDAO	VDAO; Gnetales;Ephedra sinica	Gnetales	Gnetales	Other	Other	Gnetales	Other	Out	Out	Out	Gnetales	Vascs	Out	Out	LandPlants	Strept	Out
AQFM	AQFM; Pinales;Pseudolarix amabilis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
AREG	AREG; Pinales;Nothotsuga longibracteata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
AWQB	AWQB; Pinales;Picea engelmannii	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
DZQM	DZQM; Pinales;Pinus radiata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
GAMH	GAMH; Pinales;Tsuga heterophylla	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
GGEA	GGEA; Pinales;Cedrus libani	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
IIOL	IIOL; Pinales;Pinus parviflora	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
IOVS	IOVS; Pinales;Pseudotsuga wilsoniana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
JUWL	JUWL; Pinales;Keteleeria evelyniana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
MFTM	MFTM; Pinales;Pinus jeffreyi	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
NPRL	NPRL; Pinales;Cathaya argyrophylla	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
VSRH	VSRH; Pinales;Abies lasiocarpa	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
WVWN	WVWN; Pinales;Larix speciosa	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
JBND	JBND; Pinales;Pinus ponderosa	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Pinaceae	Vascs	Out	Out	LandPlants	Strept	Out
ACWS	ACWS; Pinales;Araucaria sp.	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
AIGO	AIGO; Pinales;Chamaecyparis lawsoniana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
AUDE	AUDE; Pinales;Widdringtonia cedarbergensis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
BBDD	BBDD; Pinales;Microstrobos fitzgeraldii	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
BTTS	BTTS; Pinales;Austrotaxus spicata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
BUWV	BUWV; Pinales;Platycladus orientalis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
CDFR	CDFR; Pinales;Manoao colensoi	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
CGDN	CGDN; Pinales;Tetraclinis sp.	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
DSXO	DSXO; Pinales;Cryptomeria japonica	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
EFMS	EFMS; Pinales;Torreya taxifolia	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
EGLZ	EGLZ; Pinales;Prumnopitys andina	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
ESYX	ESYX; Pinales;Cunninghamia lanceolata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
ETCJ	ETCJ; Pinales;Pilgerodendron uviferum	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
FHST	FHST; Pinales;Taxodium distichum	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
FMWZ	FMWZ; Pinales;Dacrycarpus compactus	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
FRPM	FRPM; Pinales;Calocedrus decurrens	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
GJTI	GJTI; Pinales;Cephalotaxus harringtonia	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
GKCZ	GKCZ; Pinales;Diselma archeri	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
GMHZ	GMHZ; Pinales;Cryptomeria japonica	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
HBGV	HBGV; Pinales;Sequoia sempervirens	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
HILW	HILW; Pinales;Acmopyle pancheri	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
HOUF	HOUF; Pinales;Cryptomeria japonica	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
HQOM	HQOM; Pinales;Torreya nucifera	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
IAJW	IAJW; Pinales;Amentotaxus argotaenia	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
IFLI	IFLI; Pinales;Callitris gracilis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
IZGN	IZGN; Pinales;Dacrydium balansae	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
JDQB	JDQB; Pinales;Neocallitropsis pancheri	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
JRNA	JRNA; Pinales;Phyllocladus hypophyllus	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
JZVE	JZVE; Pinales;Parasitaxus usta	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
KLGF	KLGF; Pinales;Sundacarpus amarus	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
MHGD	MHGD; Pinales;Microcachrys tetragona	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
MIXZ	MIXZ; Pinales;Agathis robusta	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
NKIN	NKIN; Pinales;Thujopsis dolabrata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
NRXL	NRXL; Pinales;Metasequoia glyptostroboides	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
NVGZ	NVGZ; Pinales;Cephalotaxus harringtonia	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
OUOI	OUOI; Pinales;Cunninghamia lanceolata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
OVIJ	OVIJ; Pinales;Papuacedrus papuana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
OWFC	OWFC; Pinales;Halocarpus bidwillii	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
OXGJ	OXGJ; Pinales;Glyptostrobus pensilis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
PLYX	PLYX; Pinales;Falcatifolium taxoides	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
QCGM	QCGM; Pinales;Saxegothaea conspicua	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
QFAE	QFAE; Pinales;Sequoiadendron giganteum	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
QHBI	QHBI; Pinales;Falcatifolium taxoides	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
QNGJ	QNGJ; Pinales;Cupressus dupreziana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
QSNJ	QSNJ; Pinales;Taiwania cryptomerioides	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
RMMV	RMMV; Pinales;Callitris macleayana	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
ROWR	ROWR; Pinales;Falcatifolium taxoides	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
RSCE	RSCE; Pinales;Wollemia nobilis	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
SCEB	SCEB; Pinales;Podocarpus coriaceus	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
UEVI	UEVI; Pinales;Fokienia hodginsii	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
UUJS	UUJS; Pinales;Nageia nagi	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
VFYZ	VFYZ; Pinales;Thuja plicata	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
VGSX	VGSX; Pinales;Retrophyllum minus	Pinales	Pinales	Other	Other	Pinales	Other	Out	Out	Out	Other_Pinales	Vascs	Out	Out	LandPlants	Strept	Out
